Name,Neighborhood,Street No,Street Name,City,State,PostalCode,Phone,Theme,Qualifier,Vendor
Ardeo,,3311,AIRPORT BLVD.,Washington,DC,20008,202-244-6750,Nightlife,Venue,Ardeo
COBRA MUSIC LLC,,235,WEST MAIN,CHICAGO,IL,60607,323-684-8475,Nightlife,Venue,COBRA MUSIC LLC
KOZY KAR BAR,,1548,S. PEARL ST.,SAN FRANCISCO,CA,94109,415-336-2340,Nightlife,Venue,KOZY KAR BAR
Blue Agave,,4280,S. PEARL ST.,SCOTTSDALE,AZ,85251-3341,480-429-1123,Nightlife,Venue,Blue Agave
CH Marketers,,3750,W LAWRENCE AVE,MOBILE,AL,36608,251-209-4289,Nightlife,Venue,CH Marketers
Dave,,601,S ELENA AVE STE 300,WASHINGTON,IA,52353,319-653-6775,Nightlife,Venue,Dave
The Pub on Pearl!,,1101,POPLAR VALLEY RD,DENVER,CO,80210,303-777-6768,Nightlife,Venue,The Pub on Pearl!
The Pub on Pearl!,,1101,N. Sunset Blvd Ste E 109,DENVER,CO,80210,303-777-6768,Nightlife,Venue,The Pub on Pearl!
Brigadoon,,5748,TURNER HILL RD STE 2820,Chicago,IL,60630-3207,773-777-2403,Nightlife,Venue,Brigadoon
Hennessey's Tavern,,1845,MILWAUKEE AVE,Redondo Beach,CA,90277-5708,310-540-2274,Nightlife,Venue,Hennessey's Tavern
Longboards Bar & Grill,,307,E CONGRESS ST,Blairsden-graeagle,CA,96103-9714,530-836-1111,Nightlife,Venue,Longboards Bar & Grill
Margaritaville,,6751,E MARKET ST,Glendale,AZ,85305,305-292-1435,Nightlife,Venue,Margaritaville
Sports Stop,,2929,N 4TH ST,Lithonia,GA,30038-2557,770-482-8889,Nightlife,Venue,Sports Stop
Captain's Quarters Inc,,3566,BURNHAM AVE,Northbrook,IL,60062-7130,847-298-5091,Nightlife,Venue,Captain's Quarters Inc
Roxy,,15202,N 4TH ST,Huntington Beach,CA,92649-1109,714-889-2200,Nightlife,Venue,Roxy
Hotel Congress,,311,E GROVE ST,Tucson,AZ,85701-1811,520-622-8848,Nightlife,Venue,Hotel Congress
Legends Sports Bar,,19,N Clark St,HUNTINGTON,IN,46750,562-433-5743,Nightlife,Venue,Legends Sports Bar
Hawkeye's Bar & Grill,,110,STONE CHURCH RD,MAPLETON,IA,51034,312-226-3951,Nightlife,Venue,Hawkeye's Bar & Grill
Sidelines Sports Bar Galleries,,19606,BRENTWOOD BLVD STE 6,LYNWOOD,IL,60411,954-563-8001,Nightlife,Venue,Sidelines Sports Bar Galleries
Hawkeye's Bar & Grill,,110,Riverside Ave,MAPLETON,IA,51034,312-226-3951,Nightlife,Venue,Hawkeye's Bar & Grill
Great Scott,,1409,SEMINOLE WAY,BLOOMINGTON,IL,61701,617-784-6115,Nightlife,Venue,Great Scott
Hopleaf Bar,,5148,E THOUSAND OAKS BLVD,Chicago,IL,60640,773-334-9851,Nightlife,Venue,Hopleaf Bar
The Stone Church,,5628,Navajo Road,ADDIEVILLE,IL,62214,603-659-6321,Nightlife,Venue,The Stone Church
Tailgaters Sports Bar,,8065,2ND,BRENTWOOD,CA,94513,919-790-6800,Nightlife,Venue,Tailgaters Sports Bar
River House Tavern,,299,2ND,Westport,CT,6880,203-226-5532,Nightlife,Venue,River House Tavern
Knight Time Billiards,,5739,E GROVE ST,FORT LAUDERDALE,FL,33314-6412,954-587-6155,Nightlife,Venue,Knight Time Billiards
Crown & Anchor,,2891,N CLARK ST,THOUSAND OAKS,CA,91362-3202,805-497-0070,Nightlife,Venue,Crown & Anchor
Second Wind,,8515,W ROMANA ST,San Diego,CA,92119,619-465-1730,Nightlife,Venue,Second Wind
ROGUE TAVERN,,2312,N 16th St,BIRMINGHAM,AL,35203,205-202-4151,Nightlife,Venue,ROGUE TAVERN
ROGUE TAVERN,,2312,E UNIVERSITY BLVD,BIRMINGHAM,AL,35203,205-202-4151,Nightlife,Venue,ROGUE TAVERN
Great Scott,,1409,N RACINE AVE,BLOOMINGTON,IL,61701,617-784-6115,Nightlife,Venue,Great Scott
DOC WINE BAR,,2602,STONY HILL RD,CHICAGO,IL,60614-1523,773-883-5101,Nightlife,Venue,DOC WINE BAR
PIAS,,207,N STATE ST,Pensacola,FL,32502-5723,850-469-9414,Nightlife,Venue,PIAS
Gallagher's Food & Fun,,7575,COLLINS AVE,Phoenix,AZ,85020-4625,602-997-0084,Nightlife,Venue,Gallagher's Food & Fun
Gentle Ben's Brewing Co,,865,NORTH ORANGE AVE,TUCSON,AZ,85719,520-624-4177,Nightlife,Venue,Gentle Ben's Brewing Co
Wills Northwoods Inn Inc,,3032,Del Paso Blvd.,CHICAGO,IL,60657,773-528-4400,Nightlife,Venue,Wills Northwoods Inn Inc
La Fortuna Restaurant,,37,HAIGHT ST,Bethel,CT,06801-1157,203-797-0909,Nightlife,Venue,La Fortuna Restaurant
Sportsman Inn,,140,S ROBERTSON BLVD,Westville,IL,61883-1462,217-267-3515,Nightlife,Venue,Sportsman Inn
Opium Group,,136,E BETHANY HOME RD,Miami Beach,FL,33139-7235,305-531-5535,Nightlife,Venue,Opium Group
The Social,,54,S YARROW ST UNIT 101,ORLANDO,FL,32801,407-246-1419,Nightlife,Venue,The Social
Enotria Restaurant & Wine Bar,,1431,MAIN ST,Sacramento,CA,95815,916-922-6792,Nightlife,Venue,Enotria Restaurant & Wine Bar
Toronado,,547,ROSECRANS ST,SAN FRANCISCO,CA,94117,415-863-2276,Nightlife,Venue,Toronado
Cuvee Wine & Food,,145,State St,LOS ANGELES,CA,90048,310-271-4333,Nightlife,Venue,Cuvee Wine & Food
Gallagher's Food & Fun,,1708,NORTH 2ND STREET,PHOENIX,AZ,85016-2536,602-274-2030,Nightlife,Venue,Gallagher's Food & Fun
Greenfield Pool & Sports Bar,,3355,E GORE CREEK DR,Lakewood,CO,80227-4972,303-989-9820,Nightlife,Venue,Greenfield Pool & Sports Bar
East Point Corner Tavern,,2783,HAMPTON PL,East Point,GA,30344-6941,404-768-0007,Nightlife,Venue,East Point Corner Tavern
Captain's Quarters Inc,,1403,INDIANA AVE,San Diego,CA,92106-2238,619-223-2750,Nightlife,Venue,Captain's Quarters Inc
River House Tavern,,61,ALMADEN BL,North Haven,CT,6473,203-234-2953,Nightlife,Venue,River House Tavern
Majerle's Sports Grill,,24,W IRVING PARK RD,PHOENIX,AZ,85004,602-253-0118,Nightlife,Venue,Majerle's Sports Grill
Roxy,,172,PLUM ST,VAIL,CO,81657,310-276-2222,Nightlife,Venue,Roxy
Ragtag Cinemacafé,,1040,N SHEFFIELD AVE,BIRMINGHAM,AL,35242-5869,573-443-4359,Nightlife,Venue,Ragtag Cinemacafé
The Mill,,10151,VENTURA BLVD,Riverside,CA,92503-5323,630-892-1250,Nightlife,Venue,The Mill
DIGITAL MOOSE LOUNGE,,300,N 4TH ST,SAN JOSE,CA,95110,408-287-2100,Nightlife,Venue,DIGITAL MOOSE LOUNGE
globe pub,,1934,N HOYNE AVE,CHICAGO,IL,60613-2408,773-871-3757,Nightlife,Venue,globe pub
Metro - Jacksonville,,2929,K ST NW,Jacksonville,FL,32205-5823,904-388-8719,Nightlife,Venue,Metro - Jacksonville
Duffy's Tavern,,3358,W BOUGHTON RD,CHICAGO,IL,60657-2213,773-404-2151,Nightlife,Venue,Duffy's Tavern
Cha Cha Cha,,17499,VIA DE LUNA DR,ENCINO,CA,91316-3828,818-789-3600,Nightlife,Venue,Cha Cha Cha
The Island Grill,,1355,9TH ST,SAN JOSE,CA,95112-4714,408-392-2468,Nightlife,Venue,The Island Grill
Three Rings Inc,,1949,W Franklin Street,CHICAGO,IL,60647-4560,773-252-7636,Nightlife,Venue,Three Rings Inc
KStreet Lounge,,1301,SPRING STREET NW,WASHINGTON,DC,20005-3317,202-962-3933,Nightlife,Venue,KStreet Lounge
Tailgaters Sports Bar,,431,E COLFAX AVENUE,BOLINGBROOK,IL,60440,919-790-6800,Nightlife,Venue,Tailgaters Sports Bar
Sidelines Sports Bar Galleries,,2,RAILROAD CANYON RD,GULF BREEZE,FL,32561,954-563-8001,Nightlife,Venue,Sidelines Sports Bar Galleries
Pizano's Pizza & Pasta,,61,24TH ST,CHICAGO,IL,60603,312-751-1766,Nightlife,Venue,Pizano's Pizza & Pasta
Sidelines Sports Bar Galleries,,732,S Monarch St,ARCATA,CA,95521,954-563-8001,Nightlife,Venue,Sidelines Sports Bar Galleries
Crown & Anchor,,150,HIGHWAY 72 W,Monterey,CA,93940,831-649-6496,Nightlife,Venue,Crown & Anchor
CHEETAH LOUNGE MEDIAWORKS INC,,887,Crossbranch Ct,ATLANTA,GA,30308,404-892-3037,Nightlife,Venue,CHEETAH LOUNGE MEDIAWORKS INC
Charlie's Denver,,900,BEDFORD ST,DENVER,CO,80218,303-839-8890,Nightlife,Venue,Charlie's Denver
Sports Stop,,31586,LAUREL LODGE RD,CANYON LAKE,CA,92587-9469,951-244-3369,Nightlife,Venue,Sports Stop
Bliss Bars,,4026,LINCOLN RD STE 201,SAN FRANCISCO,CA,94114-3716,415-826-6200,Nightlife,Venue,Bliss Bars
Rustique Bistro,,216,SILAS DEANE HWY,Aspen,CO,81611-1944,970-920-2555,Nightlife,Venue,Rustique Bistro
Hogs & Heifers,,1108,W SUNSET BLVD,Tuscumbia,AL,35674-8735,256-389-2888,Nightlife,Venue,Hogs & Heifers
Paradise Inn,,2703,CENTER BLVD,Fort Wayne,IN,46825-7141,260-407-7272,Nightlife,Venue,Paradise Inn
Fado Irish Pub,,175,PARK BLVD # 200,Stamford,CT,06901-1902,203-353-8444,Nightlife,Venue,Fado Irish Pub
SNOOK'S BAYSIDE INC,,4671,POLK STREET,CLARKESVILLE,GA,30523,305-453-3799,Nightlife,Venue,SNOOK'S BAYSIDE INC
Opium Group,,690,W MAIN STREET,MIAMI BEACH,FL,33139,305-531-5535,Nightlife,Venue,Opium Group
Chuck'S Steak House Inc,,2199,POLK STREET,ROCKY HILL,CT,6067,860-529-0222,Nightlife,Venue,Chuck'S Steak House Inc
Roxy,,9009,W MAIN STREET,W HOLLYWOOD,CA,90069,310-276-2222,Nightlife,Venue,Roxy
Old Ironsides,,1901,EAST EMPIRE STREET,Sacramento,CA,95811-7016,916-443-9751,Nightlife,Venue,Old Ironsides
Iron Springs Pub & Brewery,,765,MONTANA AVE,FAIRFAX,CA,94930-1764,415-485-1005,Nightlife,Venue,Iron Springs Pub & Brewery
Bourban Street,,4612,N OCEAN AVE,San Diego,CA,92116-2629,619-291-0173,Nightlife,Venue,Bourban Street
KOZY KAR BAR,,1548,W SUNSET BLVD,SAN FRANCISCO,CA,94109,415-336-2340,Nightlife,Venue,KOZY KAR BAR
LE CHAI WINE LOUNGE,,101,SANTA MONICA BLVD.,VISALIA,CA,93291,559-734-9463,Nightlife,Venue,LE CHAI WINE LOUNGE
KOZY KAR BAR,,1548,Graham St,SAN FRANCISCO,CA,94109,415-336-2340,Nightlife,Venue,KOZY KAR BAR
LE CHAI WINE LOUNGE,,101,S. BROADWAY,VISALIA,CA,93291,559-734-9463,Nightlife,Venue,LE CHAI WINE LOUNGE
BAXTERS GRILLE LLC,,3212,W FRANKLIN RD,BLOOMINGTON,IL,61704,309-662-1114,Nightlife,Venue,BAXTERS GRILLE LLC
Fathers Office,,1018,WASHINGTON ST,Santa Monica,CA,90403-1604,310-393-2337,Nightlife,Venue,Fathers Office
Schooner's Wharf,,171,BLYTHE ST,Cayucos,CA,93430-1603,805-995-3883,Nightlife,Venue,Schooner's Wharf
Lebarcitos,,3909,SUMMER ST,Los Angeles,CA,90029-2241,323-644-3515,Nightlife,Venue,Lebarcitos
O-Bar Restaurant LLC,,8279,Wisconsin Ave NW,WEST HOLLYWOOD,CA,90069,323-822-3300,Nightlife,Venue,O-Bar Restaurant LLC
Roxy,,15202,S MADISON ST,Huntington Beach,CA,92649-1109,714-889-2200,Nightlife,Venue,Roxy
Hermans Hideaway,,1578,W DIVISION ST STE 200,DENVER,CO,80210,303-777-5840,Nightlife,Venue,Hermans Hideaway
Sidelines Sports Bar Galleries,,1767,WASHINGTON ST STE 9,MERIDIAN,ID,83642,954-563-8001,Nightlife,Venue,Sidelines Sports Bar Galleries
Moonlighting Inc,,6540,Hollywood Boulevard,YOUNTVILLE,CA,94599-1315,707-944-0255,Nightlife,Venue,Moonlighting Inc
Charlie Palmer,,21520,WASHINGTON AVE,CANOGA PARK,CA,91304-4993,212-755-7050,Nightlife,Venue,Charlie Palmer
Dragonfly Lounge,,488,W San Carlos Street,Stamford,CT,06901-1303,203-357-9800,Nightlife,Venue,Dragonfly Lounge
Hair Lounge Design,,2201,Country Club Drive,Washington,DC,20007,202-337-0951,Nightlife,Venue,Hair Lounge Design
BUDDY'S PLACE,,3101,ROSECRANS ST,Muncie,IN,47302-5602,765-284-7994,Nightlife,Venue,BUDDY'S PLACE
Lodge Management Corporation,,8,S Robertson Boulevard,Chicago,IL,60610-2217,312-664-6656,Nightlife,Venue,Lodge Management Corporation
Moonlighting Inc,,6540,Waukegan Avenue,Yountville,CA,94599-1338,707-944-0255,Nightlife,Venue,Moonlighting Inc
W Hotels,,6250,W DIVISION ST,Los Angeles,CA,90028,310-271-6000,Nightlife,Venue,W Hotels
CHEETAH LOUNGE MEDIAWORKS INC,,705,W 3RD ST # 100,Miami Beach,FL,33139-6209,305-695-4221,Nightlife,Venue,CHEETAH LOUNGE MEDIAWORKS INC
DIGITAL MOOSE LOUNGE,,333,N RUSH ST,San Jose,CA,95110,408-289-1157,Nightlife,Venue,DIGITAL MOOSE LOUNGE
Lake Shastina Golf Resort,,5925,OCEAN DR,Weed,CA,96094,530-938-3201,Nightlife,Venue,Lake Shastina Golf Resort
Captain's Quarters Inc,,1403,E Paces Ferry Rd NE # 800,San Diego,CA,92106-2238,619-223-2750,Nightlife,Venue,Captain's Quarters Inc
Cuvee Wine & Food,,145,WLSHIRE BLVD.,Los Angeles,CA,90048,310-271-4333,Nightlife,Venue,Cuvee Wine & Food
Old Time Wooden Nickel,,327,N Monroe St,Highwood,IL,60040,847-266-0550,Nightlife,Venue,Old Time Wooden Nickel
Lodge Management Corporation,,14,Graham St,Chicago,IL,60610-2217,312-266-7444,Nightlife,Venue,Lodge Management Corporation
SUSHI CONCEPTS LLC,,8436,Graham St,LOS ANGELES,CA,90048-4133,323-655-3372,Nightlife,Venue,SUSHI CONCEPTS LLC
Lodge Management Corporation,,806,UNION BLVD,Chicago,IL,60611-2006,312-787-5435,Nightlife,Venue,Lodge Management Corporation
Islander Inn,,3101,S SAULSBURY ST UNIT G,Vero Beach,FL,32963-1955,772-231-4431,Nightlife,Venue,Islander Inn
Fado Irish Pub,,309,MISSION BLVD,Atlanta,GA,30305,404-841-0066,Nightlife,Venue,Fado Irish Pub
Rustic Canyon Wine Bar,,1119,N CLYBOURN AVE,SANTA MONICA,CA,90401,310-560-7787,Nightlife,Venue,Rustic Canyon Wine Bar
Legends Sports Bar,,2415,S Main St,Tallahassee,FL,32303,562-433-5743,Nightlife,Venue,Legends Sports Bar
Roxy,,15202,DETROIT AVE,Huntington Beach,CA,92649-1109,714-889-2200,Nightlife,Venue,Roxy
Roxy,,15202,LEONARD STREET,Huntington Beach,CA,92649-1109,714-889-2200,Nightlife,Venue,Roxy
Hilton Akron/Fairlawn,,360,MAHONING AVE STE A,Lakewood,CO,80228-1503,3309234700,Nightlife,Venue,Hilton Akron/Fairlawn
IDAHO STEW,,445,N MAIN ST,LAKEWOOD,CO,80226-3478,3033217101,Nightlife,Venue,IDAHO STEW
Pennant Kitchen,,2893,Leonard Street,SAN DIEGO,CA,92109-8159,8584881671,Nightlife,Venue,Pennant Kitchen
Flounders,,2201,LOGAN RD,CHICAGO,IL,60614-3011,7734729920,Nightlife,Venue,Flounders
Fleming's Prime Steakhouse & Wine Bar,,44,Thompson Street,West Hartford,CT,6107,8602331116,Nightlife,Venue,Fleming's Prime Steakhouse & Wine Bar
Cleveland Bop Stop,,2920,E 11th Street,CLEVELAND,OH,44113-2710,216-771-6551,Nightlife,Venue,Cleveland Bop Stop
Knitting Factory Entertainment,,74,DIVISION AVE S,NEW YORK,NY,10013,212-219-3132,Nightlife,Venue,Knitting Factory Entertainment
RUST BELT BREWING CO,,530,LEONARD STREET,YOUNGSTOWN,OH,44502-1402,330-423-3818,Nightlife,Venue,RUST BELT BREWING CO
Oliver's,,140,Broadway,Saint Charles,MO,63301-2827,636-940-9463,Nightlife,Venue,Oliver's
Knitting Factory Entertainment,,74,WASHINGTON AVE N,New York,NY,10013,212-219-3132,Nightlife,Venue,Knitting Factory Entertainment
Brewing Experience,,3,PHILBROOK AVE,NASHUA,NH,03063-2213,603-882-2586,Nightlife,Venue,Brewing Experience
Naked Lunch,,17,156 North Ocean Avenue,New York,NY,10013,212-343-0828,Nightlife,Venue,Naked Lunch
Webster Hall,,125,GETCHELL ST,New York,NY,10003,212-353-1600,Nightlife,Venue,Webster Hall
Rumors Night Club,,67,Philbrook,Grand Rapids,MI,49503-4217,616-454-4100,Nightlife,Venue,Rumors Night Club
Knitting Factory Entertainment,,74,Hudson St,NEW YORK,NY,10013,212-219-3132,Nightlife,Venue,Knitting Factory Entertainment
Bar Charlotte,,300,LEXINGTON GREEN CIR STE C4,Charlotte,NC,28202-2198,704-342-2545,Nightlife,Venue,Bar Charlotte
Iridium,,1650,E 11th Street,New York,NY,10019,212-582-2121,Nightlife,Venue,Iridium
Sapor Cafe & Bar,,428,HAWLEY,MINNEAPOLIS,MN,55401,612-375-1971,Nightlife,Venue,Sapor Cafe & Bar
Sebago Brewing Company,,150,HAWLEY,South Portland,ME,04106-3207,207-774-8673,Nightlife,Venue,Sebago Brewing Company
The Public Relations and Marketing Group,,.,CLARKSON AVE,Patchogue,NY,11772,631-207-1057,Nightlife,Venue,The Public Relations and Marketing Group
Lewis & Clark Brewing Co,,939,Hudson St,HELENA,MT,59601-3317,406-442-5960,Nightlife,Venue,Lewis & Clark Brewing Co
Sebago Brewing Company,,150,W MAIN ST,South Portland,ME,4106,207-774-8673,Nightlife,Venue,Sebago Brewing Company
Cowgirl Hall Of Fame,,519,W 3RD ST,New York,NY,10014-2601,212-633-1133,Nightlife,Venue,Cowgirl Hall Of Fame
COMEDY OFF BROADWAY,,161,HUNT CLUB RD,LEXINGTON,KY,40503-3320,859-271-5653,Nightlife,Venue,COMEDY OFF BROADWAY
Webster Hall,,125,E Waterloo Rd Ste F,New York,NY,10003,212-353-1600,Nightlife,Venue,Webster Hall
LACIS TAPAS BAR,,304,W 52ND ST,SYRACUSE,NY,13203,315-218-5903,Nightlife,Venue,LACIS TAPAS BAR
LACIS TAPAS BAR,,304,S 148Th East Pl,SYRACUSE,NY,13203,315-218-5903,Nightlife,Venue,LACIS TAPAS BAR
Palace,,834,KONICA DR,BROOKLYN,NY,11203-2228,718-774-2177,Nightlife,Venue,Palace
Cowgirl Hall Of Fame,,519,Main St,New York,NY,10014-2601,212-633-1133,Nightlife,Venue,Cowgirl Hall Of Fame
TRUST Lounge,,123,STRATFORD BLVD,LEXINGTON,KY,40507,859-317-9399,Nightlife,Venue,TRUST Lounge
Blue Note,,131,Abbott Rd,New York,NY,10012-1208,212-475-8592,Nightlife,Venue,Blue Note
Red Oak Brewery,,5804,SW TOPEKA BLVD,GREENSBORO,NC,27410-4119,704-369-9728,Nightlife,Venue,Red Oak Brewery
Hoppin' Frog,,1680,W 78Th St Apt 1,Akron,OH,44306-4523,330-352-4578,Nightlife,Venue,Hoppin' Frog
Touch,,240,HIDDEN POND CIRCLE,New York,NY,10019-5804,212-489-7656,Nightlife,Venue,Touch
Fishbonz,,3440,POINT LOOKOUT RD,Tulsa,OK,74134-4806,918-491-1200,Nightlife,Venue,Fishbonz
Red Oak Brewery,,6901,TRIANGLE DRIVE,WHITSETT,NC,27377,704-369-9728,Nightlife,Venue,Red Oak Brewery
Big Tree Inn,,46,W. HAMILTON STREET,Geneseo,NY,14454-1216,585-243-5220,Nightlife,Venue,Big Tree Inn
Next Door,,676,OLD OCEAN HOUSE RD,KINSTON,NC,28504-9647,252-527-3534,Nightlife,Venue,Next Door
Big Tree Inn,,4277,Churchills Ln,Orchard Park,NY,14127-2273,585-243-5220,Nightlife,Venue,Big Tree Inn
Electric Cowboy,,3249,MOTOR INN DR,Topeka,KS,66611-2241,870-774-2052,Nightlife,Venue,Electric Cowboy
Stand-Up New York,,236,Walker Ave,New York,NY,10024-6638,212-595-0850,Nightlife,Venue,Stand-Up New York
Stand-Up New York,,236,W LEE ST,New York,NY,10024,212-595-0850,Nightlife,Venue,Stand-Up New York
The Public Relations and Marketing Group,,155,Michigan Ave,SMITHTOWN,NY,11787,631-207-1057,Nightlife,Venue,The Public Relations and Marketing Group
Funny Farm Comedy Club,,21057,CENTRAL AVE NE,Callaway,MD,20620-2320,301-994-0900,Nightlife,Venue,Funny Farm Comedy Club
Roth Brewing Co,,5907,MAIN ST,RALEIGH,NC,27617,919-782-2099,Nightlife,Venue,Roth Brewing Co
Crocodile Rock Cafe,,520,N 5TH ST,ALLENTOWN,PA,18101,610-434-4600,Nightlife,Venue,Crocodile Rock Cafe
Funny Farm Comedy Club,,119,E 54th St,Cape Elizabeth,ME,04107-2634,207-799-1103,Nightlife,Venue,Funny Farm Comedy Club
Center Street Studio,,172,E 11TH ST,Milton,MA,2186,617-821-5458,Nightlife,Venue,Center Street Studio
Funny Farm Comedy Club,,1620,W 78Th St Apt 1,Girard,OH,44420-2422,330-759-4242,Nightlife,Venue,Funny Farm Comedy Club
Funny Farm Comedy Club,,1620,Glenn Street,Girard,OH,44420-2422,330-759-4242,Nightlife,Venue,Funny Farm Comedy Club
Funny Farm Comedy Club,,1620,Glenn Street,Girard,OH,44420-2422,330-759-4242,Nightlife,Venue,Funny Farm Comedy Club
Fishbonz,,2119,N COLLEGE ST STE 104,Greensboro,NC,27403-1655,336-370-4900,Nightlife,Venue,Fishbonz
Natty Greene's Brewing Co.,,1918,W 52ND ST,GREENSBORO,NC,27403,336-274-1373,Nightlife,Venue,Natty Greene's Brewing Co.
Crave Lounge,,22075,BROADWAY,Dearborn,MI,48124-2352,313-277-7283,Nightlife,Venue,Crave Lounge
Rumors,,3509,LEXINGTON AVENUE SUITE 850,Albuquerque,NM,87106-1433,505-266-0530,Nightlife,Venue,Rumors
Rumors,,15,WESTLOOP PL,Binghamton,NY,13905-3107,607-723-2495,Nightlife,Venue,Rumors
Dejavu,,12,HIGH STREET,Minneapolis,MN,55403-1615,612-333-7326,Nightlife,Venue,Dejavu
Amos' Southend,,1423,W 103RD ST,CHARLOTTE,NC,28203-4249,704-377-6874,Nightlife,Venue,Amos' Southend
Branch - NY,,226,COUNTY HIGHWAY 140,New York,NY,10022,212-688-5577,Nightlife,Venue,Branch - NY
Webster Hall,,125,FASHION AVE LBBY,New York,NY,10003-5301,212-353-1600,Nightlife,Venue,Webster Hall
Stand-Up New York,,236,S 5TH STREET,New York,NY,10024-6638,212-595-0850,Nightlife,Venue,Stand-Up New York
RHYTHM HOUSE CAFE,,751,LEXINGTON AVE RM 850,Washington,PA,15301,412-221-5010,Nightlife,Venue,RHYTHM HOUSE CAFE
RHYTHM HOUSE CAFE,,751,Thorpe Rd,Washington,PA,15301,412-221-5010,Nightlife,Venue,RHYTHM HOUSE CAFE
Bar Charlotte,,300,Carmel Rd,Charlotte,NC,28202-2198,704-342-2545,Nightlife,Venue,Bar Charlotte
Touch,,240,14TH ST,New York,NY,10019-5804,212-489-7656,Nightlife,Venue,Touch
"Kirin Brewery Company, Limited",,624,N CENTRAL AVE,Coxs Creek,KY,40013-8813,502-543-2264,Nightlife,Venue,"Kirin Brewery Company, Limited"
W Hotels,,1567,Atlantic Ave,New York,NY,10036-1517,212-930-7400,Nightlife,Venue,W Hotels
Charlie Palmer,,420,SNELLING AVE N,NEW YORK,NY,10170,866-458-7224,Nightlife,Venue,Charlie Palmer
Little Apple Brewing Company,,1110,S CLINTON ST,Manhattan,KS,66502-2838,785-539-5500,Nightlife,Venue,Little Apple Brewing Company
Revolution Rock Bar,,200,49th St,BOSTON,MA,2110,617-261-4200,Nightlife,Venue,Revolution Rock Bar
Coach's Bar & Grill,,414,NW 23RD AVE,KANSAS CITY,MO,64114,913-897-7070,Nightlife,Venue,Coach's Bar & Grill
Saltsman's Hotel,,104,E Main St,Fort Plain,NY,13339-2600,518-993-4412,Nightlife,Venue,Saltsman's Hotel
Salty,,499,W Broadway,NEW YORK,NY,10018,253-272-0607,Nightlife,Venue,Salty
Sidelines Sports Bar Galleries,,300,UNITED NATIONS PLZ,BISMARCK,ND,58504,954-563-8001,Nightlife,Venue,Sidelines Sports Bar Galleries
Charlie Palmer,,420,W 40th Street,New York,NY,10170-0033,212-644-9394,Nightlife,Venue,Charlie Palmer
Gallatin River Lodge,,9105,W HOUSTON ST,Bozeman,MT,59718-7260,406-388-0148,Nightlife,Venue,Gallatin River Lodge
The Hickory Tavern,,6300,W. 37TH STREET,Charlotte,NC,28226-8274,704-752-9600,Nightlife,Venue,The Hickory Tavern
Liberty Bar & Restaurant,,61,E 61st St Ste 2A,Hoboken,NJ,07030-5554,201-222-6322,Nightlife,Venue,Liberty Bar & Restaurant
Barcelona,,34,Main St,Saint Louis,MO,63105-3813,314-863-9909,Nightlife,Venue,Barcelona
Andrea Hotel Inc,,89,Main St,Westerly,RI,2891,401-348-8788,Nightlife,Venue,Andrea Hotel Inc
O'Gara's Bar & Grill Inc,,164,STREET RD,SAINT PAUL,MN,55104,651-644-3333,Nightlife,Venue,O'Gara's Bar & Grill Inc
Syracuse Suds Factory,,320,W BOND ST,Syracuse,NY,13202-1220,315-471-2253,Nightlife,Venue,Syracuse Suds Factory
Seacrets Nite Club,,117,WEST ST,Ocean City,MD,21842-5315,410-524-4900,Nightlife,Venue,Seacrets Nite Club
Boys & Girls Club of Alton Inc,,842,FRENCH RD,New York,NY,10017-4301,618-462-6249,Nightlife,Venue,Boys & Girls Club of Alton Inc
Uptown Billiard Club,,120,W Broadway,Portland,OR,97210-3516,503-226-6909,Nightlife,Venue,Uptown Billiard Club
Cat'S Cradle,,300,BEL AIR SOUTH PKWY,Carrboro,NC,27510-2359,919-967-9053,Nightlife,Venue,Cat'S Cradle
The Bubble Lounge,,228,N SHAVER ST,New York,NY,10013,415-434-4204,Nightlife,Venue,The Bubble Lounge
HOSPITALITY HOLDINGS INC,,845,RED OAK BLVD STE J,NEW YORK,NY,10017-3540,212-980-9476,Nightlife,Venue,HOSPITALITY HOLDINGS INC
Croton Reservoir Tavern,,108,Market St # A603,New York,NY,10018,212-997-6835,Nightlife,Venue,Croton Reservoir Tavern
Madame X,,94,PRATER WAY,New York,NY,10012-2529,212-539-0808,Nightlife,Venue,Madame X
Stitch Bar & Lounge,,247,Wilson Ave,NEW YORK,NY,10018,212-852-4826,Nightlife,Venue,Stitch Bar & Lounge
Charlie Palmer,,34,WEST NORFOLK AVENUE,New York,NY,10065-8010,212-319-5020,Nightlife,Venue,Charlie Palmer
Boathouse Bar and Grill,,1309,E 39th St,Belmar,NJ,07719-2714,(732) 681-5221,Nightlife,Venue,Boathouse Bar and Grill
Boathouse Bar and Grill,,1309,GRAND CENTRAL AVE,Belmar,NJ,7719,(732) 681-5221,Nightlife,Venue,Boathouse Bar and Grill
Kenny's Bar,,1134,GUILFORD RD,Southampton,PA,18966-4229,215-357-9974,Nightlife,Venue,Kenny's Bar
Luckie'S Lounge,,1101,E ELLENDALE AVE,Lincoln,NE,68521-3632,402-474-1101,Nightlife,Venue,Luckie'S Lounge
Rams Head Tavern,,33,Elm St,Annapolis,MD,21401-2420,410-268-4545,Nightlife,Venue,Rams Head Tavern
French Pub,,1250,FRONT ST,Depew,NY,14043-4801,716-668-8080,Nightlife,Venue,French Pub
